block_index,start_time,end_time,observation_count,occupied_phase_bins,maximum_circular_phase_gap,design_condition_number,coefficient_snr,sine_coefficients,cosine_coefficients,recovery_snr_pass,block_quality_pass
0,2171.85654,2975.64162,122,12,0.027705375063817428,2.0477375083243308,"[36.79799651070664, 11.970721639621354, 4.343942797032987, 1.9042323706746627, 1.4804039813070569, 1.3461102002048269, 0.3236609664299805, 0.8888537281020326]","[-0.051634936025101316, -0.015692157713382865, 0.010937556600320012, -0.00409295102991164, 0.0012264030424671984, -0.0026908261260848994, -0.0006364970465653782, 0.002012210922295]","[0.08290391353275285, -0.027665109064740758, -0.0036249269281091305, 0.0029525694772048, 0.0037236314661340556, -0.0023648047566235245, 0.000580913332084606, -0.001220186312621218]",False,True
1,2979.76434,3702.78839,122,12,0.04264459395756148,2.1339771077458733,"[42.97072635787216, 12.462305898357792, 4.622448582395736, 1.2088887905145405, 0.4367313622034167, 0.07387413740330195, 0.6735547273920443, 1.3865767588662765]","[-0.05448863926604831, -0.016009986205870554, 0.011414273509808375, 0.0022974869592676085, -0.0006568128384168521, 2.7407270110604548e-05, -0.0008691243482909422, 0.0021175344298174762]","[0.09024975046509474, -0.026060462864689122, -0.0011763856919814353, 0.001915548965376536, 0.0008684466007278019, -0.00018031520796661144, -0.001417122455076846, -0.0026803413438455897]",False,True
2,3705.69273,4540.51445,122,12,0.03290941167631445,1.7796957751530706,"[71.36877307872332, 20.336745655415758, 6.2620222857329715, 0.9930102238478072, 1.3005389095093736, 1.0463383193310973, 1.1476423696499634, 1.1449505705310665]","[-0.052665453116493996, -0.01846814068919823, 0.008267437350665733, 0.0005750134895854366, -0.0014183468945027208, -0.0008837858177019439, 0.0010246180963108863, 0.00043785540979401276]","[0.08875589677010852, -0.022978116329731575, -0.003909484980764675, 0.001329547366482467, 0.0012674781771608449, -0.001259123206267105, -0.0013385021009962549, -0.0016274501408579515]",False,True
