block_index,start_time,end_time,observation_count,occupied_phase_bins,maximum_circular_phase_gap,design_condition_number,coefficient_snr,sine_coefficients,cosine_coefficients,recovery_snr_pass,block_quality_pass
0,2171.85654,2975.64162,122,12,0.03146482095630887,2.052295060681948,"[36.4895313795005, 11.934542483868118, 4.2942949378722455, 1.9205826333340124, 1.4595019441076087, 1.3474897045463425, 0.3099011580796773, 0.9996421355473469]","[-0.052851353374198363, -0.014745163292583997, 0.011028014066818241, -0.004322299836916875, 0.0011158137094974398, -0.002584193058374275, -0.0006189200667567699, 0.0024664030483192976]","[0.08193476055841747, -0.028314521470225708, -0.0031407966357544447, 0.0027564373316814115, 0.0037305148188219407, -0.00252675986139553, 0.0005551291816433236, -0.001018630328527043]",False,True
1,2979.76434,3702.78839,122,12,0.04377597093662189,2.1671414124873953,"[42.91577255396709, 12.502418151828298, 4.695695065273423, 1.1857075676807702, 0.4397611407901707, 0.13674661920381473, 0.5711183966614252, 1.3703728815516012]","[-0.05836928589340649, -0.01358794778614621, 0.011689874359996676, 0.0016864274019195277, -0.00096390760636837, 0.00020468631588241635, -0.00031707555434882286, 0.0027962722568294677]","[0.08771063598571976, -0.02751550745665821, 0.00026870419967898974, 0.0024132923168186018, 0.000531098658895722, -0.0002697452636235032, -0.001377499752496649, -0.0019093862391275414]",False,True
2,3705.69273,4540.51445,122,12,0.03668875348802203,1.7849949745480307,"[72.41502988750804, 20.666269510337678, 6.325754914831172, 1.023199865699167, 1.3432907199373567, 1.1127746333299036, 1.1041438478977992, 1.270483582793273]","[-0.059648024596468896, -0.014607159264776421, 0.008952023283122421, -6.738636736609083e-05, -0.0018338583920608988, -0.0004118272679730349, 0.0014548263146016882, 0.001449715453186097]","[0.08420439526938835, -0.02563496406117328, -0.0016893887542141842, 0.0014701297595364135, 0.0006209288098964741, -0.0015630519790930852, -0.0006713902723376622, -0.001145113278027432]",False,True
