object_id,status,comparable,full_record_match,scientific_match,exchange_match,phase08_record_sha256,fresh_record_sha256,phase08_scientific_sha256,fresh_scientific_sha256,maximum_harmonic_snr_absolute_difference,screen_score_difference,threshold_difference,stage_match,disposition_match,transport_metadata_differences
OGLE-LMC-CEP-0002,SCIENTIFIC_REPLAY_MATCH_METADATA_TRANSPORT_DRIFT,True,False,True,True,3552db199b811aa22508643def09e1948e952dba22963209af15689f7d3a415f,a591dae21ca9d9cefb21c63c208f70b8bc2c58feabbcd6647e9c64bd04f20739,3c22c55f2d182406623926f85fc6fb87bbd2b667107c62a8c73aa2cba3d1b2b0,3c22c55f2d182406623926f85fc6fb87bbd2b667107c62a8c73aa2cba3d1b2b0,0.0,0.0,0.0,True,True,"{'source_relative_path': {'phase08': 'data/raw/phase08_cohort/OGLE-LMC-CEP-0002.complete.dat', 'fresh': 'data/raw/phase09_cohort/OGLE-LMC-CEP-0002.complete.dat'}}"
