object_id,family,mode,observation_count,stage_reached,disposition,derd_score,target_threshold,score_minus_threshold,recovery_harmonics_snr_pass,forecast_harmonics_snr_pass,structural_constraints_pass,calibration_auc,calibration_balanced_accuracy,propagation_below_threshold_fraction,propagation_structural_pass_fraction,h1_snr,h2_snr,h3_snr,h4_snr,h5_snr,h6_snr,h7_snr,h8_snr,acquisition_priority_score
OGLE-LMC-CEP-0002,classical_cepheid,F,366,RECOVERY_HARMONICS,ABSTAIN_INSUFFICIENT_RECOVERY_HARMONIC_SIGNAL,2.5721987937691964,2.094903184857566,0.47729560891163025,False,False,False,0.8321759259259259,0.8038194444444444,0.0361328125,0.00048828125,80.4638806804045,23.976224417196114,8.596078252606938,2.014366453940071,1.2939390792609036,1.2675523125122945,0.5146807257013791,2.3746350926390756,81.6781222419053
