object_id,family,mode,observation_count,stage_reached,disposition,derd_score,target_threshold,score_minus_threshold,recovery_harmonics_snr_pass,forecast_harmonics_snr_pass,structural_constraints_pass,calibration_auc,calibration_balanced_accuracy,propagation_below_threshold_fraction,propagation_structural_pass_fraction,h1_snr,h2_snr,h3_snr,h4_snr,h5_snr,h6_snr,h7_snr,h8_snr,acquisition_priority_score
OGLE-LMC-CEP-0004,classical_cepheid,1O,367,RECOVERY_HARMONICS,ABSTAIN_INSUFFICIENT_RECOVERY_HARMONIC_SIGNAL,2.378389921265831,1.7350855198195996,0.6433044014462315,False,False,False,0.8819444444444444,0.8634259259259259,0.029296875,0.0,131.69705130137345,21.45169080737294,1.2952941315106028,1.7472110799305323,0.28858781786274573,1.1459349999465656,2.131259973319105,1.2465340871937198,76.42460109885181
