noise_multiplier,threshold,development_roc_auc,development_balanced_accuracy,holdout_roc_auc,holdout_balanced_accuracy,holdout_sensitivity,holdout_specificity
0.5,2.0476280920328387,0.6345035313668467,0.6498061210358677,0.556920556920557,0.5864045864045864,0.3484848484848485,0.8243243243243243
1.0,2.0674365830987798,0.5601936525013448,0.578375470683163,0.4764319248826291,0.5597183098591549,0.23943661971830985,0.88
2.0,2.358182610118548,0.5194652406417112,0.5485739750445633,0.5571428571428572,0.5676190476190477,0.30666666666666664,0.8285714285714286
