object_id,parameter,local_value,local_standard_error,external_value,external_standard_error,difference_local_minus_external,combined_standard_error,marginal_z
OGLE-LMC-CEP-0002,R21,0.3435495144376218,0.022621189070851533,0.314,0.005,0.02954951443762177,0.023167179262465528,1.2754903867600589
OGLE-LMC-CEP-0002,phi21,4.254403547830197,0.06662139004086176,4.238,0.051,0.016403547830196707,0.08390118956830489,0.1955103129597751
OGLE-LMC-CEP-0002,R31,0.12340013874427008,0.01943386642097145,0.117,0.005,0.006400138744270076,0.020066767653714478,0.31894218614154196
OGLE-LMC-CEP-0002,phi31,2.4547635930011786,0.19472745233313096,2.283,0.083,0.17176359300117872,0.2116784842447427,0.811436238378321
