object_id,status,comparable,full_record_match,scientific_match,exchange_match,phase08_record_sha256,fresh_record_sha256,phase08_scientific_sha256,fresh_scientific_sha256,maximum_harmonic_snr_absolute_difference,screen_score_difference,threshold_difference,stage_match,disposition_match,transport_metadata_differences
OGLE-LMC-RRLYR-00001,SCIENTIFIC_REPLAY_MATCH_METADATA_TRANSPORT_DRIFT,True,False,True,True,e8e20f92295810dd3b97fcb107b8815c86f07c1d3e2887efdd93f4f0ccf68cca,9de44e8340390c3efdf3cf430799732b224819713f4ab2f9c95b7bef95de30ff,7d95d3e7f5678bbe0c7197c448ec9d4bc60650f72428cf023d83c269753c4585,7d95d3e7f5678bbe0c7197c448ec9d4bc60650f72428cf023d83c269753c4585,0.0,0.0,0.0,True,True,"{'source_relative_path': {'phase08': 'data/raw/phase08_cohort/OGLE-LMC-RRLYR-00001.complete.dat', 'fresh': 'data/raw/phase09_cohort/OGLE-LMC-RRLYR-00001.complete.dat'}, 'period_source': {'phase08': 'OGLE LMC RR Lyrae catalog cross-check; 0.6347522 d', 'fresh': 'OGLE LMC RR Lyrae catalog cross-check'}}"
