experiment_id,row_index,active_dimension,active_value,time_law,e1,e2,amplitude_ratio,phase_ratio,mean,standard_deviation,skewness,kurtosis_excess,phase_of_minimum,phase_of_maximum,derivative_energy,harmonic_1_amplitude,harmonic_1_phase,harmonic_2_amplitude,harmonic_2_phase,harmonic_3_amplitude,harmonic_3_phase,harmonic_4_amplitude,harmonic_4_phase
IURM-DERD-E2-001,0,e2,0.0,geometric,0.2,0.0,0.5,0.3,0.5287323151644259,0.35130785909719414,-0.12216458585421397,-1.4738356295322115,0.544921875,0.08203125,1.8956832748143696e-05,0.4951982847421585,-0.39384895092769256,0.0399577373663299,3.1415926535897927,0.004036551184351077,-1.0894931988460155e-15,0.00040777447718087615,3.141592653589766
IURM-DERD-E2-001,1,e2,0.1,geometric,0.2,0.1,0.5,0.3,0.5299018502686164,0.3502980770877954,-0.12873648700063378,-1.466522673554486,0.541015625,0.08984375,1.9012769162913476e-05,0.4930306364376424,-0.3930782932517057,0.048217639267194995,-3.0199604476170605,0.0036297689970958297,0.08087933705236543,0.00039923834436588835,3.0819831596750933
IURM-DERD-E2-001,2,e2,0.2,geometric,0.2,0.2,0.5,0.3,0.5307908310933662,0.3494140992408538,-0.1350263873402568,-1.4602207492631891,0.537109375,0.09765625,1.9124285588436927e-05,0.4908420816560646,-0.39071250534405116,0.05698439030241229,-2.935319419556464,0.002664074973344995,0.4584578266589486,0.0003931298149454235,2.6292577426820163
IURM-DERD-E2-001,3,e2,0.30000000000000004,geometric,0.2,0.30000000000000004,0.5,0.3,0.5313652159811314,0.34859822151892755,-0.14108267850557824,-1.4548878174357913,0.533203125,0.107421875,1.929170913716061e-05,0.4885364421804109,-0.3865784722803856,0.0660740749556627,-2.8738889239090573,0.0027017105015726527,1.4545134293717403,0.0006926934408679237,1.845912544991578
IURM-DERD-E2-001,4,e2,0.4,geometric,0.2,0.4,0.5,0.3,0.5315379621096494,0.3477729693803068,-0.14695129483340563,-1.4505317476078932,0.52734375,0.1171875,1.951932756943133e-05,0.48598015602762845,-0.38034324438561684,0.07537722051521677,-2.827725034805246,0.005546685425196257,2.07474527348705,0.0016452718254744273,1.4928077629904521
IURM-DERD-E2-001,5,e2,0.5,geometric,0.2,0.5,0.5,0.3,0.5311278236127026,0.34681325584571365,-0.15267983811598088,-1.4472228819649864,0.5234375,0.12890625,1.981620656937088e-05,0.4829617015619147,-0.3714231711418895,0.0847859449245691,-2.79215859799164,0.010261962590715865,2.2814383654520802,0.003442110913017304,1.3688382416923413
IURM-DERD-E2-001,6,e2,0.6000000000000001,geometric,0.2,0.6000000000000001,0.5,0.3,0.5297750079884253,0.34549096362839854,-0.1583260660293678,-1.4451243620278347,0.51953125,0.142578125,2.0199265982462225e-05,0.4791129042718871,-0.35878302340725693,0.09411289368254101,-2.7644563750748175,0.01657145268915569,2.370189304570423,0.006437615078085815,1.3166720376729606
IURM-DERD-E2-001,7,e2,0.7000000000000001,geometric,0.2,0.7000000000000001,0.5,0.3,0.5267610759356323,0.34335629934615175,-0.16398086695490638,-1.444561694059747,0.515625,0.15625,2.070490754750025e-05,0.47374734692915316,-0.34044454913762046,0.10292828485204053,-2.743259838246227,0.02458950236005206,2.4167279627709917,0.011207891557572791,1.291212657630358
IURM-DERD-E2-001,8,e2,0.8,geometric,0.2,0.8,0.5,0.3,0.5205732878658548,0.33944390012356485,-0.1698524563908123,-1.4461970162008657,0.509765625,0.171875,2.1442344702539443e-05,0.46548657308152974,-0.3120228235495225,0.11008499933658353,-2.728850045236617,0.034370932403227195,2.4440073515631298,0.018659077343130628,1.2774775266471585
IURM-DERD-E2-001,9,e2,0.9,geometric,0.2,0.9,0.5,0.3,0.5072805811924324,0.33110712143572285,-0.1767591605820244,-1.4515413573793179,0.505859375,0.185546875,2.2947781978620368e-05,0.4509244165417884,-0.2603865119648401,0.111569487014816,-2.7267122392614405,0.04473344644338059,2.459879373605612,0.029933832522299468,1.2696738830352163
